"area","annual_avg_wkly_wage","avg_annual_pay","oty_annual_avg_estabs_pct_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_pct_chg","estabs_per_1000_emp"
"29087","891","46316","0.0","0.2","4.1","-3.7","-15.6","4.0","4.0","137.74733637747337"
"29089","828","43039","-0.4","2.2","6.6","-1.7","-5.0","4.3","4.3","95.15996718621821"
"29091","859","44674","-1.3","-0.5","4.0","-4.1","-0.2","4.5","4.5","90.03320096347895"
"29093","922","47965","-6.1","1.1","7.0","-0.8","-11.3","5.9","5.9","172.23502304147465"
"29095","1377","71613","-1.3","1.0","4.5","-4.0","-12.4","3.4","3.4","66.80707397210669"
"29097","962","50009","-1.8","1.1","5.5","-3.6","-9.4","4.5","4.4","59.11147120383499"
"29099","954","49615","-2.1","2.2","5.5","-4.0","-12.4","3.2","3.2","92.94755145780258"
"29101","894","46500","-1.2","1.4","5.1","-1.3","-12.2","3.7","3.7","78.206786132151"
"29103","797","41462","-6.0","-0.4","7.2","-2.2","-0.9","7.7","7.7","122.22222222222223"
"29105","905","47063","0.2","-5.2","-1.2","-9.0","-14.5","4.1","4.2","64.299918980629"
"29107","849","44138","-1.7","1.0","5.8","-1.1","-14.4","4.8","4.7","106.93608809172437"
"29109","909","47246","-1.7","2.1","6.4","-2.6","-4.7","4.2","4.2","107.28699551569507"
"29111","833","43339","0.8","0.0","2.5","-2.8","-2.6","2.5","2.5","102.45730945439401"
"29113","1035","53839","2.0","3.0","9.0","-1.3","-9.4","5.7","5.8","94.0698492069693"
"29115","848","44083","-1.5","1.5","9.5","1.5","-8.1","7.9","7.9","96.61598822952428"
"29117","864","44944","-1.7","-0.8","2.9","-7.1","-13.0","3.6","3.7","76.34827810266407"
"29119","851","44246","1.1","-17.8","-16.8","-27.3","-14.0","1.2","1.2","80.54871614491734"
"29121","845","43944","1.9","0.2","7.8","-3.1","-11.5","7.5","7.5","90.04346926102257"
"29123","781","40593","0.6","0.6","4.5","-5.4","-19.9","3.9","3.8","95.95536959553696"
"29125","784","40788","2.9","5.5","10.3","2.9","-4.2","4.5","4.5","130.34033309196235"
"29127","978","50856","-0.7","0.6","3.1","-4.9","-10.9","2.6","2.6","76.02293862368258"
"29129","847","44042","10.9","-42.9","-47.2","-52.5","-5.8","-7.5","-7.6","149.8771498771499"
"29131","848","44073","1.5","-0.2","4.4","-4.3","-19.5","4.6","4.6","94.8157401623985"
"29133","811","42184","-4.3","0.7","4.1","-4.7","-13.5","3.3","3.4","130.77423552374756"
"29135","917","47661","0.0","1.5","8.8","-2.4","-9.0","7.3","7.2","88.81820406165892"
"29137","808","42014","2.0","1.5","9.0","-4.1","-7.4","7.4","7.4","140.61654948620875"
"29139","949","49334","0.0","-0.7","3.0","-0.5","-1.2","3.7","3.7","102.94573643410853"
"29141","744","38671","1.8","-0.3","2.3","-3.8","-5.9","2.6","2.6","132.10702341137124"
"29143","861","44792","-3.3","-2.8","-4.4","-2.8","-15.3","-1.8","-1.7","119.53624733475479"
"29145","1026","53349","-4.5","0.3","5.1","-4.3","-15.9","4.8","4.8","70.80809503685965"
"29147","823","42806","-0.2","-0.6","0.8","-4.5","-3.1","1.4","1.4","74.01257264855889"
"29149","697","36248","-0.4","5.9","12.3","6.4","-5.6","6.1","6.1","104.14201183431953"
"29151","973","50573","-7.1","2.4","9.6","-4.3","-17.4","7.2","7.1","63.632141198327915"
"29153","648","33721","1.2","-1.2","2.2","-9.0","-12.6","3.3","3.4","166.66666666666666"
"29155","766","39855","-7.0","-4.1","1.4","-6.3","-19.6","5.7","5.7","190.17894298793175"
"29157","962","50010","-3.7","1.6","7.7","-2.7","-10.3","6.1","6.0","60.783902745755604"
"29159","935","48616","-3.6","0.6","6.3","-2.1","-6.8","5.6","5.7","68.10238486842105"
"29161","973","50599","-1.1","0.4","4.8","-5.8","-12.8","4.4","4.4","67.56827048114434"
"29163","864","44932","1.0","3.1","7.6","-1.1","-3.1","4.3","4.4","93.36791404223787"
"29165","1136","59070","-1.9","2.1","3.6","-3.1","-15.0","1.4","1.5","64.18602716362653"
"29167","887","46113","0.0","-2.7","-1.7","-11.1","-22.9","1.0","1.0","83.13164263916659"
"29169","914","47536","-3.3","-0.2","3.9","-10.0","-18.1","4.2","4.2","65.22554980109585"
"29171","831","43210","6.0","10.3","23.1","12.1","-19.8","11.5","11.5","143.00100704934542"
"29173","1007","52377","1.1","2.3","3.7","1.2","5.9","1.3","1.3","75.29869408168936"
"29175","954","49618","-2.5","-3.2","-1.7","-10.5","-10.0","1.6","1.6","71.61486633340579"
"29177","911","47361","-1.3","-2.2","3.5","-6.3","-15.1","5.9","5.8","114.79910157224856"
"29179","900","46798","-3.2","-1.7","4.0","-7.9","-13.6","5.8","5.8","155.3784860557769"
"29181","613","31859","-12.6","-3.7","3.1","-8.0","-14.9","7.2","7.0","238.19517313746064"
"29183","1156","60105","-0.8","1.3","4.9","-4.1","-10.6","3.6","3.6","67.30786970131172"
"29185","764","39737","3.9","0.4","3.9","-5.6","-19.3","3.5","3.5","139.76608187134502"
"29186","1105","57481","-2.0","-0.2","6.8","-5.7","-12.5","7.0","7.0","81.46572877474235"
"29187","841","43743","0.1","3.3","9.1","0.3","-5.6","5.7","5.6","80.86510900720924"
"29189","1460","75926","-1.6","-0.2","2.4","-5.5","-14.0","2.6","2.6","75.84518230999738"
"29195","884","45958","-1.5","-0.4","1.9","-3.2","-13.5","2.3","2.3","72.98119157562789"
"29197","793","41217","-4.0","4.5","7.8","-1.3","-17.4","3.3","3.2","118.3723797780518"
"29199","822","42746","0.6","5.8","9.0","3.4","-3.1","3.1","3.1","122.2397476340694"
"29201","958","49793","-5.8","1.1","4.8","-2.4","-12.1","3.8","3.7","80.72192348105568"
"29203","692","35970","-0.4","-1.9","3.1","-10.9","-18.2","5.2","5.1","152.3687580025608"
"29205","849","44151","-1.0","0.1","6.4","-3.7","-17.2","6.3","6.3","112.29646266142616"
"29207","882","45866","-3.5","-4.1","-1.1","-10.3","-11.6","3.2","3.1","87.0264295045724"
"29209","749","38944","-0.6","1.1","5.3","-3.1","-11.6","4.2","4.2","116.57534246575342"
"29211","971","50473","-1.9","2.8","3.3","-8.9","-21.1","0.5","0.4","65.58773424190801"
"29213","806","41907","-0.1","1.3","4.5","-3.7","-12.1","3.1","3.1","74.49186282042328"
"29215","794","41291","-1.0","0.4","5.0","-3.6","-9.8","4.5","4.5","103.9713652633373"
"29217","896","46600","-1.4","0.5","5.5","-3.3","15.5","4.9","5.0","109.99696140990581"
"29219","974","50631","0.7","3.4","7.9","-1.0","-4.0","4.4","4.4","92.54749147588895"
"29221","774","40224","0.1","1.3","5.0","-2.5","-12.6","3.8","3.6","150.73970411835265"
"29223","732","38066","-9.8","0.7","1.7","0.0","-9.0","1.0","1.0","171.00044072278536"
"29225","872","45339","0.7","0.8","5.7","-3.9","-2.1","4.9","4.9","102.11226514179017"
"29227","644","33466","-4.2","-7.3","4.5","-5.9","-5.9","12.8","12.7","190.47619047619048"
"29229","767","39897","2.7","1.4","2.8","-6.0","-18.6","1.3","1.4","123.89761238976124"
"29510","1519","79002","-4.8","-0.9","2.5","-7.4","-18.9","3.5","3.5","69.1669977964816"
"29999","1858","96596","-1.2","7.1","12.3","2.4","-8.4","4.9","4.8","273.84883838311004"
"30001","932","48480","-2.2","1.2","2.1","-0.3","-15.4","0.9","0.9","144.94549058473737"
"30003","1077","55992","-7.5","-2.8","1.5","1.5","-1.7","4.5","4.5","72.13465134918515"
"30005","904","47033","-3.3","0.3","5.2","5.3","-0.9","4.8","4.9","154.6626231993935"
"30007","867","45076","-4.7","1.0","2.9","4.0","8.6","1.9","1.8","176.51006711409397"
"30009","913","47497","2.9","1.8","9.2","8.8","6.9","7.3","7.3","211.0091743119266"
"30011","864","44945","-11.1","2.2","7.5","10.3","-2.9","5.2","5.2","171.77914110429447"
"30013","1066","55412","-0.2","0.6","5.3","5.9","3.9","4.7","4.7","87.64001862350396"
"30015","852","44304","-5.8","-0.8","9.9","-4.5","3.4","10.8","10.8","185.125303152789"
"30017","968","50339","-0.2","0.7","7.9","7.9","11.1","7.2","7.2","102.96296296296296"
"30019","956","49725","-4.8","-4.9","-0.3","-6.6","-19.4","4.9","4.9","178.89087656529517"
"30021","964","50128","-4.7","1.7","4.3","7.3","3.3","2.6","2.5","120.34299231224128"
"30023","1024","53260","0.3","0.1","0.3","3.4","5.8","0.2","0.2","102.27936879018118"
"30025","1141","59334","-3.7","-1.6","-1.0","5.5","3.8","0.6","0.7","145.35345512311358"
"30027","938","48764","-4.0","2.1","6.7","6.5","9.4","4.6","4.6","124.35677530017152"
"30029","1122","58339","0.5","2.1","8.5","13.0","12.5","6.4","6.3","138.19130228606429"
"30031","1273","66213","1.0","3.6","9.8","9.5","9.9","6.0","6.0","133.67114194790827"
"30033","701","36428","0.0","-1.5","-3.3","4.8","-6.6","-1.8","-1.9","223.6024844720497"
"30035","991","51534","-2.8","0.5","5.5","6.8","-22.6","5.1","5.0","81.17730833135533"
"30037","933","48494","10.9","-1.3","14.7","17.9","38.4","16.5","16.5","225.6637168141593"
"30039","851","44235","2.1","2.1","5.2","7.9","1.9","3.0","3.0","199.1701244813278"
"30041","946","49190","-4.9","-0.8","4.0","5.4","6.5","4.9","4.9","88.95796329188869"
"30043","1049","54570","0.6","4.8","7.3","13.2","12.7","2.2","2.3","182.58945038731096"
"30045","809","42042","-3.4","5.1","8.0","7.6","9.9","2.8","2.7","208.33333333333334"
"30047","967","50280","-0.6","1.1","7.5","6.7","7.1","6.4","6.4","133.0876330876331"
"30049","1197","62248","-0.2","2.4","6.7","6.4","5.8","4.2","4.2","94.07613184172986"
"30051","796","41372","-7.5","-5.9","2.0","2.3","4.2","8.4","8.4","191.03313840155946"
"30053","915","47582","-1.0","2.9","9.3","9.6","6.8","6.3","6.2","153.3546325878594"
"30055","959","49884","-11.4","-0.2","5.6","6.5","6.2","5.6","5.7","141.30434782608697"
"30057","1104","57421","0.5","-23.6","-28.1","-28.1","-29.5","-6.0","-6.0","206.8159037754761"
"30059","823","42775","4.5","1.4","12.4","14.1","14.4","10.9","10.9","193.82022471910113"
"30061","837","43527","1.5","-1.8","5.6","5.8","-2.3","7.6","7.6","168.02610114192495"
"30063","1146","59583","-0.7","1.3","6.1","7.3","6.3","4.8","4.8","104.83023351460038"
"30065","1200","62379","4.7","2.6","6.2","5.2","-1.8","3.5","3.5","150.18867924528303"
"30067","1003","52162","-1.4","0.4","1.1","3.6","5.5","0.7","0.7","180.3801859303455"
"30069","666","34642","13.0","6.4","7.6","16.3","13.4","1.2","1.2","260"
"30071","797","41451","-6.5","0.8","5.8","7.2","6.8","5.0","5.0","160.3448275862069"
"30073","872","45334","-5.2","-4.2","2.5","7.8","16.4","7.0","7.0","151.08834827144688"
"30075","1022","53159","-4.5","6.9","20.1","13.6","8.9","12.1","12.1","185.63922942206656"
"30077","1124","58435","-3.5","1.0","0.9","9.6","6.2","-0.2","-0.2","101.2965964343598"
"30079","840","43683","3.4","3.0","8.9","9.4","6.8","5.7","5.6","125.52301255230125"
"30081","1019","52992","-1.2","2.6","8.2","7.8","4.7","5.5","5.5","174.02049865523006"
"30083","1214","63143","-4.3","2.8","9.5","8.6","1.5","6.5","6.5","123.78223495702005"
"30085","947","49249","-8.1","-0.1","3.6","4.7","0.9","3.6","3.7","80.77830188679245"
"30087","1227","63780","-3.0","2.3","9.7","15.4","48.0","7.3","7.2","72.91377876351538"
"30089","883","45909","-2.0","-1.4","4.9","4.1","0.1","6.5","6.5","173.6237144585602"
"30091","935","48594","-3.0","0.8","2.9","2.9","2.9","2.2","2.1","175.5485893416928"
"30093","1061","55167","-1.7","0.7","4.3","6.7","4.1","3.6","3.6","89.90125401344883"
"30095","1444","75084","0.5","-5.8","-8.7","-6.5","-6.9","-3.1","-3.1","117.9064980887974"
"30097","1326","68954","0.7","-1.0","14.9","20.7","19.5","16.1","16.1","167.58747697974218"
"30099","843","43842","-2.9","1.4","6.0","6.5","2.4","4.5","4.5","185.53811659192826"
"30101","1073","55786","-2.4","-2.2","2.0","1.2","-1.2","4.3","4.3","133.22185061315497"
"30103","823","42813","-2.9","1.9","5.5","4.4","2.4","3.4","3.5","161.9047619047619"
"30105","955","49648","-3.0","0.8","5.1","3.8","-1.4","4.3","4.2","121.31596984235777"
"30107","813","42277","-10.3","-2.3","3.3","5.6","0.2","5.7","5.8","178.08219178082192"
"30109","776","40356","-6.4","3.7","6.8","10.5","0.7","3.2","3.1","175.29880478087648"
"30111","1206","62688","-1.9","0.8","5.6","4.6","4.0","4.8","4.7","89.22928973760132"
"30999","2044","106300","-20.5","-2.5","3.7","0.6","4.8","6.3","6.3","434.5864661654135"
"31001","999","51967","-3.4","1.5","7.8","0.4","2.2","6.3","6.3","66.25898373471189"
"31003","918","47726","2.2","2.8","6.9","4.6","22.5","4.0","4.0","129.4439380127621"
"31005","638","33169","-6.7","7.2","18.4","17.7","108.4","10.4","10.3","157.30337078651687"
"31007","839","43633","7.7","8.8","8.6","16.6","79.9","-0.2","-0.2","112.90322580645162"
"31009","860","44736","13.0","-2.3","-1.6","18.2","38.4","0.4","0.3","204.7244094488189"
"31011","976","50753","0.4","0.9","2.8","-0.4","7.6","1.9","1.8","105.22022838499184"
"31013","889","46253","-2.4","2.8","5.3","1.3","-0.6","2.3","2.4","98.11827956989248"
"31015","711","36958","-3.2","2.9","7.3","1.4","-22.6","4.4","4.4","164.28571428571428"
"31017","894","46497","-5.1","0.9","6.7","-0.9","-17.5","5.7","5.7","119.59654178674351"
"31019","1000","51993","-2.4","1.2","3.4","-1.0","6.4","2.2","2.2","66.7542987068353"
"31021","851","44275","-2.4","-2.6","2.3","-4.1","-6.6","4.9","5.0","136.51685393258427"
"31023","1045","54326","-2.1","0.9","-7.1","0.5","-7.0","-7.9","-7.9","104.98288322556105"
"31025","990","51481","-1.3","1.6","4.6","0.8","2.7","2.9","3.0","114.94627157277759"
"31027","857","44563","0.3","1.9","4.6","1.5","10.8","2.6","2.6","122.62459662961635"
"31029","993","51656","-1.3","-0.7","5.3","-0.2","-9.8","6.0","6.0","125.91343451377178"
"31031","795","41350","-2.6","4.2","8.7","2.6","8.7","4.3","4.3","126.56048213517003"
"31033","923","47970","-3.9","3.3","7.7","5.9","10.5","4.3","4.3","88.3248730964467"
"31035","996","51771","-1.4","0.6","1.4","-0.3","-3.3","0.7","0.7","132.88396726047182"
"31037","1033","53741","-1.3","-0.5","1.6","-5.2","-15.6","2.0","2.0","60.52376333656644"
"31039","999","51942","-2.9","0.0","3.6","-2.6","-1.7","3.6","3.7","105.84810796507013"
"31041","961","49959","-1.4","0.2","5.8","-1.2","8.9","5.6","5.6","107.56006171478951"
"31043","1144","59490","-0.4","1.3","2.4","-3.4","5.1","1.1","1.2","36.718636164942446"
"31045","799","41535","-4.4","1.5","5.7","-1.4","-12.8","4.2","4.1","95.37389100126742"
"31047","974","50639","-2.3","0.6","5.8","4.6","30.4","5.2","5.2","64.31220498988537"
"31049","761","39592","-3.7","5.5","6.1","9.7","54.1","0.5","0.5","139.28571428571428"
"31051","1015","52764","-1.3","-2.7","2.3","-1.7","-4.2","5.2","5.1","79.0747713824637"
"31053","1044","54301","-0.7","-0.4","4.5","-1.4","20.9","4.8","4.9","59.69426203035849"
"31055","1305","67868","-1.2","-0.2","1.8","-2.0","7.2","2.0","2.0","55.180854435952526"
"31057","970","50438","-2.3","1.0","5.1","0.9","0.4","3.9","3.9","142.3728813559322"
"31059","1022","53121","0.4","1.8","9.4","3.6","43.4","7.5","7.4","117.94439764111205"
"31061","787","40944","-1.5","-0.1","5.4","4.3","19.2","5.5","5.5","167.51918158567776"
"31063","807","41952","0.0","0.9","6.8","5.3","35.0","6.0","6.0","120.3931203931204"
"31065","922","47949","0.5","-1.4","1.3","0.0","13.8","2.7","2.7","121.28146453089245"
"31067","941","48917","-1.1","0.8","5.3","-6.8","-40.7","4.4","4.4","85.74392070992279"
"31069","842","43761","-4.0","-2.7","3.1","10.8","33.2","6.0","6.0","145.16129032258064"
"31071","811","42179","-3.6","0.0","4.9","1.2","45.8","4.9","4.9","139.89637305699483"
"31073","979","50932","1.3","-6.0","4.1","-3.1","58.8","10.9","10.9","168.141592920354"
"31075","751","39072","-1.8","0.0","10.3","3.4","41.9","10.1","10.2","190.81272084805653"
"31077","829","43118","-0.8","-0.3","5.9","2.8","41.2","6.1","6.2","197.38988580750407"
"31079","1044","54305","-2.2","1.1","3.6","-2.6","0.4","2.5","2.5","55.07697437892514"
"31081","1063","55251","1.9","4.8","9.8","3.8","60.9","4.8","4.8","96.43395278754394"
"31083","869","45165","1.6","3.1","13.4","6.5","57.4","10.1","10.0","150.0586166471278"
"31085","736","38284","5.6","5.6","10.6","12.4","-14.7","4.5","4.6","200"
"31087","983","51135","-2.1","-3.8","6.7","2.1","29.6","10.8","10.9","143.75"
"31089","921","47877","-1.7","2.0","5.8","1.7","18.7","3.7","3.7","117.19282307517602"
"31091","648","33709","-11.4","-6.0","-2.0","-26.5","-64.4","4.3","4.5","117.42424242424242"
"31093","832","43289","0.9","0.8","5.1","-4.1","-24.6","4.3","4.3","136.30573248407643"
"31095","925","48125","-0.4","0.0","4.3","0.4","-32.0","4.2","4.3","81.87481459507565"
"31097","1043","54239","-0.8","0.7","2.1","3.9","0.2","1.3","1.3","93.974175035868"
"31099","939","48822","1.0","-1.8","0.2","-7.6","-5.1","2.1","2.0","104.0520260130065"
"31101","897","46634","-0.3","1.4","6.4","-1.0","-13.4","4.9","4.9","119.01913875598086"
"31103","647","33622","-5.9","7.7","8.4","-9.8","-31.8","1.1","1.0","228.57142857142858"
"31105","966","50226","-5.3","7.2","14.1","12.6","0.9","6.4","6.4","96.19238476953907"
"31107","826","42951","0.6","1.7","5.5","2.8","5.2","3.6","3.7","113.29879101899827"
"31109","1141","59332","-3.1","1.1","5.1","-0.4","18.5","3.9","3.9","56.19175800987761"
"31111","1003","52150","-1.0","0.9","5.7","-2.1","-18.2","4.8","4.8","76.4011399104356"
"31113","795","41351","-2.9","-0.6","6.3","2.0","9.2","6.7","6.8","207.3170731707317"
"31115","685","35595","0.0","6.7","10.9","14.8","49.1","4.7","4.7","178.57142857142858"
"31117","838","43570","-9.1","-17.5","-18.5","-51.8","-40.6","-0.7","-0.7","192.30769230769232"
"31119","1063","55267","-1.6","-0.6","4.4","-1.0","-14.1","4.9","4.9","60.83321975375949"
"31121","1105","57455","-1.1","2.2","11.1","-19.3","-71.1","8.8","8.7","112.19910240718075"
"31123","929","48331","-3.7","0.7","2.2","5.5","33.1","1.4","1.5","118.70967741935483"
"31125","848","44077","0.0","-0.7","2.0","0.2","30.4","2.9","2.8","120.55974165769645"
"31127","1297","67430","0.9","0.7","9.2","-3.2","23.6","8.4","8.4","74.46091644204851"
"31129","816","42423","-3.1","-0.9","2.8","1.1","13.6","3.8","3.7","119.87179487179488"
"31131","1020","53027","-1.7","1.7","4.7","1.3","11.8","2.9","3.0","81.61953727506426"
"31133","895","46548","-2.1","-5.9","-15.7","-10.6","-27.7","-10.5","-10.5","131.54172560113153"
"31135","1041","54156","-5.0","0.3","4.0","-2.6","2.8","3.7","3.7","135.35173642030276"
"31137","1110","57718","-0.5","-1.6","0.7","-4.1","-3.9","2.3","2.3","87.21773358193495"
"31139","919","47779","-1.2","-1.0","3.8","-2.5","-21.0","4.8","4.8","124.04677173360447"
"31141","1064","55317","-0.9","0.8","4.3","-2.5","-18.3","3.5","3.5","57.821089455272364"
"31143","914","47530","-2.3","-0.5","3.7","-3.9","-34.3","4.2","4.2","119.6105702364395"
"31145","914","47527","-0.7","-1.4","3.3","-0.4","4.7","4.8","4.8","89.64544721998388"
"31147","831","43201","-3.9","1.0","3.9","1.7","2.8","2.8","2.8","127.07889125799574"
"31149","863","44871","0.0","-0.9","4.1","2.2","49.7","5.1","5.1","130.1518438177874"
"31151","1056","54910","-4.7","0.3","2.8","-4.5","7.9","2.5","2.5","58.01893882459041"
"31153","1128","58661","-0.2","2.6","4.2","-1.1","-0.3","1.5","1.6","56.278822496692754"
"31155","960","49905","-0.6","2.1","5.6","-4.8","-25.3","3.4","3.4","110.92323300642543"
"31157","994","51713","-4.1","-0.2","6.1","-2.5","-11.9","6.2","6.3","76.18153364632238"
"31159","995","51719","-1.5","-0.7","1.0","-2.2","4.5","1.8","1.8","86.14357262103506"
"31161","794","41267","-3.8","-1.4","2.8","12.0","152.5","4.3","4.2","130.73794305636258"
"31163","748","38921","0.0","0.1","2.9","-8.9","-59.0","2.7","2.8","151.93370165745856"
"31165","783","40731","-3.6","-3.8","1.7","2.2","25.9","5.5","5.6","150.83798882681563"
"31167","1585","82398","-3.1","0.4","2.0","-3.7","-43.2","1.6","1.5","74.36708860759494"
"31169","982","51087","-1.1","0.3","2.7","1.3","4.6","2.4","2.4","119.63470319634703"
"31171","793","41235","5.0","-2.5","9.6","-8.5","29.1","12.0","12.0","177.96610169491527"
"31173","1106","57494","2.5","5.1","7.0","13.1","29.9","1.7","1.8","47.24863151829444"
"31175","883","45900","-3.3","-0.3","6.6","-2.3","0.0","7.0","7.0","132.2690992018244"
"31177","1187","61749","-2.1","4.7","6.2","8.0","38.1","1.5","1.5","80.17322097378278"
"31179","870","45234","0.0","-0.2","4.6","-7.2","-12.6","4.8","4.8","67.09646609360077"
"31181","823","42789","-1.5","1.5","3.6","0.2","4.2","2.1","2.1","120.98298676748583"
"31183","802","41712","2.6","9.0","11.1","7.3","52.7","1.8","1.8","131.57894736842104"
"31185","1033","53721","0.2","1.1","4.4","-2.8","-20.7","3.2","3.2","84.51072736787023"
"31999","1873","97405","8.2","11.1","16.3","6.9","28.4","4.6","4.7","310.31522724021175"
"32001","1169","60811","0.0","-1.1","3.1","-0.7","-2.0","4.2","4.2","71.74380445852665"
"32003","1250","64985","0.9","2.4","7.4","3.5","1.7","4.9","4.9","58.066879331989064"
"32005","1332","69271","1.5","3.9","12.3","5.4","2.9","8.1","8.2","99.78686301104437"
"32007","1234","64165","0.1","-0.9","0.6","-1.5","-8.3","1.5","1.5","63.634316595361405"
"32009","1185","61632","-17.9","-16.7","-24.5","-34.9","-44.8","-9.3","-9.2","80.98591549295774"
"32011","2263","117686","1.9","0","0","0","0","0","0","12.134831460674157"
"32013","1392","72366","-2.0","0.9","7.3","1.8","-3.2","6.3","6.3","61.571940604198666"
"32015","1864","96950","-4.7","-1.9","4.8","-2.6","-25.8","6.9","6.9","33.645890788747934"
"32017","959","49874","-1.5","3.5","10.1","5.0","-1.1","6.3","6.3","94.81481481481481"
"32019","1133","58903","-0.8","0.5","6.8","3.0","1.8","6.3","6.3","80.47147846332945"
"32021","1062","55205","4.7","-11.0","-19.3","-36.5","-35.2","-9.3","-9.4","77.18696397941682"
"32023","1312","68204","0.3","1.8","8.9","2.8","1.4","6.9","6.9","69.74716652136007"
"32027","1584","82386","6.6","3.7","12.9","5.6","3.4","8.9","8.9","57.302231237322516"
"32029","1608","83629","4.9","0.5","9.6","5.2","-4.4","9.0","9.0","13.354037267080745"
"32031","1336","69452","0.6","0.8","6.1","1.1","0.7","5.4","5.3","70.46527870160969"
"32033","1468","76315","-0.7","-1.8","5.4","0.9","6.4","7.4","7.4","62.456627342123525"
"32510","1329","69100","-1.3","1.8","10.3","3.8","6.7","8.3","8.3","65.59021790249255"
"32999","2033","105698","-8.7","0","0","0","0","0","0","516.4881669325173"
"33001","1096","56999","0.7","1.1","5.7","0.5","-29.3","4.6","4.6","86.64036512725303"
"33003","993","51660","1.2","0.9","4.9","1.9","-28.0","3.9","3.9","108.00792159650638"
"33005","1142","59392","1.5","-1.0","2.6","-1.4","-38.5","3.5","3.6","73.23183657737522"
"33007","1027","53380","1.4","0.3","3.4","-2.2","-30.5","3.1","3.1","87.75029446407538"
"33009","1406","73105","-0.4","1.4","2.6","0.8","-34.8","1.2","1.2","62.919941829427685"
"33011","1532","79660","0.0","-0.3","3.0","-0.2","-41.9","3.3","3.3","63.22575518272392"
"33013","1324","68857","0.4","0.5","5.1","1.2","-34.7","4.5","4.5","71.88873190143492"
"33015","1414","73537","0.3","1.5","5.2","0.9","-38.6","3.7","3.7","75.68077030848002"
"33017","1244","64687","0.8","-1.4","-2.3","-2.0","-41.1","-1.0","-1.0","68.5555818302986"
"33019","1117","58062","1.8","0.9","5.1","1.4","-32.0","4.3","4.2","86.68060863921541"
"33999","2972","154564","7.7","7.0","13.5","4.7","-23.9","6.1","6.1","431.4287456552229"
"34001","1139","59219","1.7","0.5","2.9","2.3","2.2","2.4","2.4","58.07106274519204"
"34003","1551","80639","1.1","0.3","2.4","1.9","6.0","2.1","2.1","82.18327856882074"
"34005","1359","70647","1.8","1.8","3.7","4.1","10.4","1.9","1.8","59.25813877635914"
"34007","1328","69051","2.8","1.0","5.0","3.7","5.9","4.1","4.0","68.4582084258499"
"34009","934","48574","1.1","0.9","3.5","3.7","2.8","2.5","2.6","94.116545314073"
"34011","1110","57729","3.2","-0.2","3.3","2.8","5.5","3.5","3.5","63.04449805656078"
"34013","1699","88369","1.9","2.2","7.1","5.7","11.7","4.7","4.8","67.87060697383951"
"34015","1117","58070","1.9","1.6","4.8","4.1","8.7","3.1","3.1","59.3784906661095"
"34017","1825","94901","2.9","0.3","3.3","2.8","6.9","3.0","3.0","70.17159307197996"
"34019","1444","75099","0.4","1.6","5.2","4.6","11.6","3.5","3.6","87.28542956946617"
"34021","1740","90503","1.4","0.9","3.0","1.9","8.7","2.1","2.1","44.205274196112875"
"34023","1585","82400","1.5","0.2","4.1","2.2","6.6","3.9","3.9","58.95181800234581"
"34025","1357","70560","1.0","1.8","5.3","4.3","8.0","3.4","3.4","80.17518248175182"
"34027","1946","101208","0.8","0.7","2.5","2.5","8.0","1.7","1.8","60.242818515246434"
"34029","1105","57452","2.2","2.7","5.6","5.4","7.3","2.9","2.9","84.02839209739248"
"34031","1224","63668","2.8","-0.3","1.7","2.0","4.3","2.0","2.0","88.92466194462331"
"34033","1299","67562","3.4","-2.8","0.6","-1.5","3.7","3.5","3.5","69.11567146893964"
"34035","2046","106418","0.9","-0.1","4.0","0.2","2.5","4.1","4.1","57.489972068798956"
"34037","1129","58693","0.2","0.7","2.7","2.0","7.1","2.0","2.0","94.47340980187695"
"34039","1622","84322","1.7","0.2","3.4","2.5","7.7","3.3","3.3","72.35928562071526"
"34041","1245","64742","1.7","2.0","5.7","5.0","8.5","3.6","3.6","85.73833573833573"
"34999","2724","141671","4.3","3.4","10.4","6.1","12.5","6.7","6.8","214.4104598383371"
"35001","1221","63493","2.6","1.0","6.0","4.8","6.5","4.9","4.9","66.04881418374396"
"35003","801","41645","3.1","4.0","11.9","24.8","39.5","7.5","7.6","190.54441260744986"
"35005","919","47769","-1.8","1.8","7.5","6.3","14.6","5.6","5.6","83.34102871917997"
"35006","934","48565","0.7","6.3","12.2","10.6","36.2","5.5","5.6","62.13672848048713"
"35007","848","44087","0.4","-1.4","3.5","2.5","-9.2","5.0","5.0","128.29484487986937"
"35009","899","46746","1.9","2.5","5.9","5.2","0.9","3.3","3.4","74.41403048680544"
"35011","806","41908","-1.2","-6.2","-7.7","-7.1","1.5","-1.6","-1.6","186.36363636363637"
"35013","961","49974","2.9","2.2","5.8","7.1","11.9","3.4","3.5","73.2536614237681"
"35015","1470","76419","2.5","3.3","5.6","5.2","-3.6","2.2","2.2","61.37217753206821"
"35017","1046","54413","-0.3","2.9","5.7","6.1","10.0","2.6","2.7","78.70762711864407"
"35019","811","42161","6.0","2.5","7.6","7.4","28.4","5.1","5.0","124.38162544169612"
